Borough,Block,Lot,BIN, Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
Manhattan,1855.0,9.0,1055911.0,M506,DOE,45,186.5,5.8,51,165,5.2
Manhattan,1859.0,1.0,1076625.0,M145,DOE,65,124.2,5.9,82,101,4.7
Manhattan,1862.0,11.0,1055990.0,M054,DOE,82,99.2,4.7,83,96.5,4.9
Manhattan,1880.0,13.0,1056676.0,M165,DOE,15,97.5,3.6,80,89.2,3.6
Manhattan,1906.0,11.0,1057683.0,M144,DOE,78,122.5,5.7,84,112.2,5.9
Manhattan,1919.0,6.0,1058248.0,M175,DOE,68,119.1,5.8,49,146.1,8.3
Manhattan,1925.0,19.0,1058447.0,M081,DOE,70,106,5.7,70,106,5.7
Manhattan,1926.0,17.0,1058470.0,M076,DOE,65,137.3,6.2,85,107.6,4
Manhattan,1931.0,27.0,1058660.0,M853,DOE,28,214,5.5,24,224,5.9
Manhattan,1932.0,10.0,1058671.0,M154,DOE,74,107.4,4.6,82,104.8,4.9
Manhattan,1939.0,11.0,1058808.0,M092,DOE,83,91.1,4.4,87,84.5,3.9
Manhattan,1940.0,35.0,1058843.0,M970,DOE,17,220.8,6.7,6,225.7,7.3
Manhattan,1946.0,1.0,1059111.0,M180,DOE,41,122.9,4.2,66,127.9,4.9
Manhattan,1957.0,10.0,1059407.0,M129,DOE,72,102.3,5.3,54,114.3,6.6
Manhattan,1957.0,78.0,1059409.0,M540,DOE,66,133.1,4.9,53,147.4,6.1
Manhattan,1960.0,1.0,1059460.0,M136,DOE,72,96.8,3.7,70,100.6,4.3
Manhattan,1964.0,12.0,1059526.0,M125,DOE,59,143.5,7.6,55,149,8.1
Manhattan,1967.0,24.0,1084102.0,M916,DOE,Not Available,Not Available,Not Available,61,139,5.3
Manhattan,1970.0,16.0,1084067.0,M223,DOE,88,136.6,6.2,77,158.7,8
Manhattan,1971.0,1.0,1059645.0,M161,DOE,87,102.9,4.1,82,112.4,5.4
Manhattan,1984.0,33.0,1059723.0,M043,DOE,44,119.1,4.7,85,108.6,4.8
Manhattan,1988.0,166.0,1084132.0,"M192 within (M192, M848)",DOE,85,101.8,4.9,90,91.7,3.7
Manhattan,1988.0,166.0,1084132.0,"M848 within (M192, M848)",DOE,85,101.8,4.9,90,91.7,3.7
Manhattan,2001.0,5.0,1059942.0,M195,DOE,73,125.6,5.2,73,125.8,5.2
Manhattan,2016.0,100.0,1060198.0,"M010 within (M010, M200)",DOE,83,86.2,4,78,96.8,4.9
Manhattan,2016.0,100.0,1060198.0,"M200 within (M010, M200)",DOE,83,86.2,4,78,96.8,4.9
Manhattan,2029.0,11.0,1060432.0,M194,DOE,45,140.8,6.7,60,124.4,4.9
Manhattan,2042.0,35.0,1060726.0,M123,DOE,62,89.2,4,82,94.6,4.5
Manhattan,2078.0,19.0,1081834.0,M153,DOE,67,114.1,4.1,88,85.6,3.2
Manhattan,2084.0,29.0,1087824.0,M093,DOE,7,225.7,6.3,2,264.5,7.8
Manhattan,2106.0,50.0,1082090.0,"M046 within (M046, M846)",DOE,87,52.2,1.5,89,47.9,1.4
Manhattan,2107.0,26.0,1076739.0,M028,DOE,63,124.2,5.8,69,116.8,5.2
Manhattan,2111.0,24.0,1062636.0,M164,DOE,39,146.8,5.9,41,145.8,6
Manhattan,2112.0,1.0,1081842.0,M008,DOE,51,148.2,4.6,44,155.8,5
Manhattan,2112.0,58.0,1076741.0,M090,DOE,58,137.9,4.5,62,131.6,4.2
Manhattan,2116.0,33.0,1076742.0,M814,DOE,Not Available,Not Available,Not Available,14,228.6,7.3
Manhattan,2118.0,22.0,1062792.0,M004,DOE,43,176.4,5.5,39,180.9,6.5
Manhattan,2123.0,45.0,1085733.0,M876,DOE,2,299.3,8.5,7,253.5,7.4
Manhattan,2125.0,1.0,1062994.0,M128,DOE,56,129.4,6.1,33,137.7,7.7
Manhattan,2133.0,40.0,1063228.0,M115,DOE,62,107.5,4.3,37,123,5
Manhattan,2142.0,154.0,1063503.0,M173,DOE,45,127.3,5.2,50,123,5.4
Manhattan,2150.0,30.0,1084201.0,"M005 within (M005, M921)",DOE,36,155.8,4.9,35,156,5.3
Manhattan,2155.0,35.0,1063703.0,M143,DOE,93,87.7,3.5,82,100.5,4.8
Manhattan,2159.0,51.0,1076750.0,M189,DOE,60,113.8,4.5,1,281.6,13.5
Manhattan,2160.0,18.0,1076751.0,"M465 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
Manhattan,2160.0,18.0,1076751.0,"M466 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
Manhattan,2160.0,18.0,1076751.0,"M965 within (M465, M466, M965)",DOE,65,161.7,8.5,70,146.5,8
Manhattan,2164.0,32.0,1063928.0,M528,DOE,66,206.1,7,74,189.4,7.1
Manhattan,2165.0,26.0,1063947.0,M132,DOE,87,86.1,3.3,71,108,4.7
Manhattan,2165.0,69.0,1063959.0,M233,DOE,91,83.2,3.4,86,99.9,4.6
Manhattan,2167.0,29.0,1076752.0,"M048 within (M048, M902)",DOE,36,158.7,4.8,28,169.6,5.4
Manhattan,2171.0,36.0,1064128.0,M178,DOE,74,110.4,3.5,58,128.3,4.5
Manhattan,2172.0,16.0,1076756.0,M218,DOE,84,107,4.5,80,110.1,5.1
Manhattan,2173.0,1.0,1064149.0,"M152 within (M152, M847)",DOE,39,134.8,6,18,168.8,8.9
Manhattan,2173.0,1.0,1064149.0,"M847 within (M152, M847)",DOE,39,134.8,6,18,168.8,8.9
Manhattan,2179.0,365.0,1064371.0,M187,DOE,26,114.3,4.7,50,118.3,5.1
Manhattan,2215.0,824.0,1082045.0,"M884 within (M898, M884)",DOE,95,143.6,4.3,93,146.7,4.5
Manhattan,2215.0,824.0,1082045.0,"M898 within (M898, M884)",DOE,95,143.6,4.3,93,146.7,4.5
Manhattan,2215.0,831.0,1064704.0,M918,DOE,88,92.5,2.8,86,94.7,3.2
Manhattan,2226.0,41.0,1081910.0,M263,DOE,Not Available,Not Available,Not Available,7,242.8,7.2
Manhattan,2229.0,12.0,1064871.0,"M098 within (M098, M845)",DOE,35,120.3,9.9,35,121.9,10.3
Manhattan,2233.0,20.0,1076776.0,M052,DOE,62,115.7,5.6,44,137.2,7.2
Manhattan,2234.0,7.0,1064900.0,M176,DOE,78,136.4,4.4,78,135.4,4.8
Manhattan,99999.0,9999.0,1000000.0,M835,DOE,98,103.3,2.7,Not Available,Not Available,Not Available
Bronx,2215.0,80.0,1064532.0,"X475 within (X475, X476, X960)",DOE,82,117.1,5.5,95,112,5.4
Bronx,2267.0,15.0,2000077.0,X030,DOE,49,120.5,6,85,107.4,5.7
Bronx,2274.0,23.0,2000114.0,X027,DOE,42,119.5,5,65,101.6,4.3
Bronx,2280.0,40.0,2000205.0,X043,DOE,84,91.2,4.3,85,92,4.8
Bronx,2284.0,34.0,2000308.0,X040,DOE,85,98.2,4.4,84,98.1,4.1
Bronx,2286.0,36.0,2000391.0,X139,DOE,43,122.9,6,91,103.4,4.9
Bronx,2298.0,1.0,2097030.0,X154,DOE,74,96.7,4.5,65,109.7,5.6
Bronx,2302.0,40.0,2000626.0,X049,DOE,57,95.8,4.6,76,91.8,4.8
Bronx,2306.0,54.0,2097038.0,X149,DOE,87,97.4,4.1,62,122.2,5.9
Bronx,2324.0,8.0,2000816.0,X018,DOE,92,77.5,5.5,99,58.8,4
Bronx,2329.0,75.0,2000876.0,X807,DOE,7,304.5,9.2,8,296.8,9.8
Bronx,2333.0,70.0,2000957.0,X183,DOE,52,115.1,4.8,76,109.8,4.4
Bronx,2344.0,96.0,2001027.0,X884,DOE,67,123.6,3.8,56,148,4.9
Bronx,2359.0,100.0,2115801.0,X963,DOE,11,251.3,6.5,3,247.7,6.5
Bronx,2359.0,240.0,2001153.0,"X470 within (X470, X920)",DOE,23,130.3,4.7,36,169.5,7.1
Bronx,2390.0,1.0,2001619.0,X132,DOE,50,107.7,5.3,79,93.4,4.7
Bronx,2403.0,1.0,2001736.0,X029,DOE,78,104.4,5,83,102.6,5.4
Bronx,2411.0,22.0,2001874.0,X600,DOE,79,108.3,6,84,114.3,6.5
Bronx,2411.0,119.0,2001881.0,X001,DOE,93,70.9,3.5,90,83.9,4.5
Bronx,2424.0,1.0,2097111.0,X145,DOE,47,101.9,4.9,85,99.6,5.4
Bronx,2435.0,75.0,2002299.0,"X053 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
Bronx,2435.0,75.0,2002299.0,"X851 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
Bronx,2435.0,75.0,2002299.0,"X874 within (X053, X851, X874)",DOE,58,122.9,5.8,78,122.8,6.2
Bronx,2438.0,50.0,2002410.0,X022,DOE,53,106.2,5.3,35,125.2,6.6
Bronx,2443.0,78.0,2103486.0,X790,DOE,Not Available,Not Available,2.9,6,280.9,8.1
Bronx,2443.0,79.0,2002454.0,"X156 within (X151, X156)",DOE,38,158.6,4.1,34,164.6,4.3
Bronx,2443.0,190.0,2001036.0,X031 (closed),DOE,100,10.7,0.3,Not Available,Not Available,0
Bronx,2443.0,190.0,2001036.0,"X151 within (X151, X156)",DOE,38,158.6,4.1,34,164.6,4.3
Bronx,2445.0,6.0,2109459.0,X460,DOE,23,177.5,5.3,13,199.6,6.4
Bronx,2446.0,43.0,2101573.0,X035,DOE,92,103.4,3.5,99,99.9,3.7
Bronx,2446.0,43.0,2002497.0,X166,DOE,87,103.5,4.4,85,102.8,4.9
Bronx,2456.0,100.0,2002745.0,"X090 within (X090, X890)",DOE,82,77.8,4.3,59,131.5,6.7
Bronx,2456.0,100.0,2002745.0,"X890 within (X090, X890)",DOE,82,77.8,4.3,59,131.5,6.7
Bronx,2480.0,8.0,2097130.0,X235,DOE,35,168.7,5.4,32,171.8,6.1
Bronx,2495.0,100.0,2003022.0,X114,DOE,29,125.8,6.5,82,120.8,6.3
Bronx,2504.0,82.0,2003051.0,"X073 within (X073, X873)",DOE,19,204.5,11.5,43,167.8,9.6
Bronx,2526.0,83.0,2003495.0,X126,DOE,13,129.1,6.6,57,125.4,6.9
Bronx,2527.0,58.0,2117349.0,X285,DOE,Not Available,Not Available,Not Available,4,284.5,9.3
Bronx,2529.0,81.0,2003519.0,X011,DOE,41,120.5,4.5,66,95.8,3.8
Bronx,2535.0,10.0,2116205.0,X172,DOE,21,178.6,5.3,35,165.9,5.3
Bronx,2552.0,70.0,2003646.0,X855,DOE,9,204.2,5.3,23,182.9,4.8
Bronx,2571.0,1.0,2003834.0,X065,DOE,39,128.6,6.1,52,116.3,5.6
Bronx,2576.0,26.0,2003883.0,X655,DOE,48,145.5,6.4,65,135.9,5.1
Bronx,2578.0,27.0,2003910.0,X155,DOE,75,105.6,5.2,87,98.8,5.6
Bronx,2615.0,14.0,2004302.0,"X063 within (X063, X862)",DOE,41,146.5,5.5,19,182.2,7.2
Bronx,2616.0,1.0,2004314.0,X162,DOE,73,78.6,3.8,95,80.2,4.2
Bronx,2625.0,1.0,2004464.0,X157,DOE,77,106.2,5.3,92,79.2,2.9
Bronx,2627.0,9.0,2004469.0,"X140 within (X140, X840)",DOE,56,110.9,5.7,90,75.5,2.9
Bronx,2627.0,9.0,2004469.0,"X840 within (X140, X840)",DOE,56,110.9,5.7,90,75.5,2.9
Bronx,2631.0,48.0,2004496.0,X120,DOE,79,92.4,5.2,79,105.1,6.1
Bronx,2632.0,27.0,2004498.0,X146,DOE,76,102.4,4.6,76,104.9,4.8
Bronx,2634.0,1.0,2004526.0,"X400 within (X400, X961)",DOE,56,158.4,5.7,68,135.8,5.3
Bronx,2642.0,1.0,2004548.0,X005,DOE,82,128.2,6.2,96,104.8,5.4
Bronx,2655.0,30.0,2004690.0,X184,DOE,86,109.2,4.8,89,91.7,3.7
Bronx,2664.0,1.0,2004772.0,X025,DOE,85,88.2,3.4,84,98.6,4.1
Bronx,2664.0,29.0,2004773.0,X161,DOE,70,95.6,4.3,57,114.6,5.7
Bronx,2668.0,1.0,2004807.0,"X650 within (X650, X962)",DOE,80,123,4.4,66,140.5,5.4
Bronx,2671.0,11.0,2004868.0,X158,DOE,78,123.8,5.5,77,118.2,5
Bronx,2672.0,1.0,2004869.0,X198,DOE,72,129.1,5.9,87,103.3,4.4
Bronx,2683.0,65.0,2005089.0,X062,DOE,47,140.2,8.1,56,130.2,7.5
Bronx,2686.0,20.0,2005133.0,X052,DOE,34,169.9,9.1,36,162.1,9.5
Bronx,2688.0,1.0,2005168.0,X130,DOE,43,107,5.6,61,132.5,7.9
Bronx,2692.0,14.0,2005276.0,X099,DOE,59,125.4,5.2,73,118.1,5.2
Bronx,2696.0,85.0,2005348.0,X060,DOE,79,65.2,3.3,84,73.8,3.8
Bronx,2698.0,12.0,2005366.0,X401,DOE,88,95.5,5.1,95,77.2,3
Bronx,2710.0,1.0,2005616.0,X039,DOE,44,99.9,4.1,90,93.9,4.4
Bronx,2714.0,4.0,2005660.0,X116,DOE,21,148.8,5.1,66,122.2,3.7
Bronx,2717.0,5.0,2005681.0,X150,DOE,77,90,4,76,92.1,4.8
Bronx,2723.0,33.0,2116211.0,X392,DOE,13,241.2,6.8,9,232.8,6.6
Bronx,2747.0,1.0,2006079.0,X075,DOE,44,87.7,3.3,69,91.2,3.8
Bronx,2763.0,279.0,2006566.0,X074,DOE,49,92,2.5,60,136.6,5.8
Bronx,2766.0,1.0,2006680.0,X048,DOE,13,119,6.3,42,117.8,6.2
Bronx,2793.0,28.0,2007387.0,"X070 within (X070, X870)",DOE,8,120.6,6.3,37,113.2,5.2
Bronx,2793.0,28.0,2007387.0,"X870 within (X070, X870)",DOE,8,120.6,6.3,37,113.2,5.2
Bronx,2804.0,31.0,2007603.0,"X028 within (X028, X928)",DOE,33,115.8,5.5,81,92.3,4.8
Bronx,2817.0,2.0,2007806.0,"X410 within (X410, X411)",DOE,85,104.5,5,89,109.9,4.1
Bronx,2827.0,1.0,2007902.0,"X117 within (X117, X957)",DOE,32,133.9,7,55,139.8,7.4
Bronx,2830.0,17.0,2094535.0,X088,DOE,54,126.3,6.4,74,104.4,5.7
Bronx,2843.0,40.0,2008098.0,"X064 within (X064, X924)",DOE,14,129.7,6.1,63,123.6,5.8
Bronx,2847.0,41.0,2103870.0,X170,DOE,30,155.3,4.8,71,145.7,4.6
Bronx,2851.0,21.0,2098479.0,X173,DOE,21,193.6,6,55,168.8,5.4
Bronx,2862.0,14.0,2098721.0,X306,DOE,17,167.4,6.1,48,150.9,6.1
Bronx,2866.0,70.0,2008460.0,X082,DOE,32,159.7,7.8,80,134.9,6.7
Bronx,3182.0,4.0,2088408.0,X896,DOE,82,94.4,2.6,96,80.9,2.2
Bronx,2866.0,105.0,2008470.0,X338,DOE,Not Available,Not Available,2.1,71,137.8,3.8
Bronx,2873.0,27.0,2088263.0,X104,DOE,62,101.1,3.9,79,95.8,3.9
Bronx,2876.0,8.0,2008794.0,X824,DOE,45,77.8,2.1,83,108.1,4.8
Bronx,2877.0,393.0,2094549.0,"X109 within (X109, X899)",DOE,15,128.5,6.9,63,115.6,6
Bronx,2877.0,393.0,2094549.0,"X899 within (X109, X899)",DOE,15,128.5,6.9,63,115.6,6
Bronx,2882.0,130.0,2009253.0,X229,DOE,27,180.3,6,29,171.9,6.3
Bronx,2897.0,5.0,2009400.0,X147,DOE,87,102.3,4.4,93,90.2,3.7
Bronx,2898.0,1.0,2094564.0,X876,DOE,47,189.6,5.5,46,171.2,5.2
Bronx,2902.0,1.0,2009463.0,X055,DOE,26,138.8,5.9,51,134.6,5.5
Bronx,2903.0,23.0,2009466.0,X042,DOE,72,80.7,2.8,93,77.2,3
Bronx,2909.0,32.0,2009540.0,X058,DOE,72,107.8,5,88,102.9,5.3
Bronx,2913.0,1.0,2009555.0,X970,DOE,22,213.4,6,19,207.8,6.1
Bronx,2923.0,18.0,2815559.0,X465,DOE,Not Available,Not Available,3.3,2,288.3,8.8
Bronx,2925.0,1.0,2009611.0,X148,DOE,62,91.7,3.9,89,105.2,5.1
Bronx,2925.0,56.0,2009617.0,X002,DOE,74,85.8,4.3,89,103.4,5.9
Bronx,2930.0,1.0,2009659.0,X004,DOE,77,114.6,4.5,77,120.8,4.9
Bronx,2930.0,75.0,2100071.0,X171,DOE,18,200.6,6.9,39,185.9,6.5
Bronx,2932.0,1.0,2009718.0,X110,DOE,83,87.1,3.9,89,80.6,4.2
Bronx,2939.0,45.0,2009865.0,X061,DOE,31,126.1,5.2,71,111.4,4.7
Bronx,2939.0,93.0,2009867.0,X098,DOE,29,105.2,4.5,82,114.3,4.9
Bronx,2949.0,64.0,2009957.0,X044,DOE,28,115.3,4.6,75,114.9,5
Bronx,2951.0,32.0,2094582.0,X193,DOE,61,106,4.4,81,108,4.8
Bronx,2965.0,82.0,2010273.0,"X134 within (X134, X834)",DOE,46,120.2,5.3,52,128.3,5.7
Bronx,2965.0,82.0,2010273.0,"X834 within (X134, X834)",DOE,46,120.2,5.3,52,128.3,5.7
Bronx,2969.0,1.0,2010344.0,X136,DOE,83,88.4,4.1,82,89.5,4.3
Bronx,2983.0,15.0,2010604.0,X973,DOE,1,275.3,7.8,12,217.8,6.4
Bronx,2990.0,6.0,2010671.0,X817,DOE,68,129.9,3.4,91,144.7,3.8
Bronx,2996.0,10.0,2010786.0,X050,DOE,57,119.3,5,58,118.8,6.1
Bronx,3005.0,10.0,2010892.0,"X006 within (X006, X936)",DOE,52,113.8,4.2,76,105.7,4.2
Bronx,3007.0,8.0,2010910.0,X084,DOE,87,98.3,4.3,88,91.3,4.1
Bronx,3008.0,1.0,2010916.0,X066,DOE,68,100.8,3.7,75,93.7,3.8
Bronx,3013.0,1.0,2010945.0,X878,DOE,46,181.2,5.8,73,177.4,5.9
Bronx,3021.0,38.0,2094603.0,X167,DOE,71,109.5,4.9,83,94.2,4.2
Bronx,3024.0,21.0,2011054.0,"X085 within (X085, X885)",DOE,59,113.6,4.6,68,108.1,4.7
Bronx,3024.0,21.0,2011054.0,"X885 within (X085, X885)",DOE,59,113.6,4.6,68,108.1,4.7
Bronx,3033.0,7501.0,2116415.0,X283,DOE,93,148.1,4.1,95,144.7,4.1
Bronx,3037.0,79.0,2090472.0,X023,DOE,42,154.3,5.6,38,158.8,6.2
Bronx,3049.0,37.0,2011538.0,X059,DOE,57,90.4,3.8,86,93.4,3.9
Bronx,3058.0,0.0,2103863.0,X254,DOE,36,183.4,5.5,46,166.5,5.1
Bronx,3059.0,1.0,2011810.0,X435,DOE,89,112.9,7.7,97,128.7,7
Bronx,3061.0,55.0,2011844.0,X211,DOE,86,124.1,4.9,78,141.1,6
Bronx,3062.0,6.0,2011852.0,X853,DOE,20,212.2,5.5,54,179.2,4.7
Bronx,3062.0,43.0,2099356.0,X003,DOE,56,159.5,5.2,48,159.7,5.5
Bronx,3067.0,1.0,2011937.0,X045,DOE,73,105.1,4,77,101.1,4.1
Bronx,3069.0,1.0,2011995.0,"X118 within (X118, X932)",DOE,51,125.1,4.9,93,137.5,5.6
Bronx,3069.0,1.0,2011995.0,"X932 within (X118, X932)",DOE,51,125.1,4.9,93,137.5,5.6
Bronx,3081.0,26.0,2012359.0,X057,DOE,28,149.3,6,46,127.1,5.4
Bronx,3085.0,1.0,2012409.0,"X032 within (X032, X832)",DOE,26,159.2,7.9,56,128.5,4.9
Bronx,3092.0,14.0,2012620.0,X092,DOE,60,105.5,4.1,71,108.7,4.6
Bronx,3100.0,14.0,2098380.0,X034,DOE,75,112.5,3.6,77,101.7,3.5
Bronx,3104.0,7.0,2012887.0,X660,DOE,82,96.1,5,91,105.4,5.9
Bronx,3109.0,1.0,2012957.0,"X129 within (X129, X234, X941)",DOE,11,143.7,6.2,22,123.6,6.2
Bronx,3109.0,1.0,2012957.0,"X234 within (X129, X234, X941)",DOE,11,143.7,6.2,22,123.6,6.2
Bronx,3114.0,52.0,2013047.0,X864,DOE,35,181.5,4.7,55,170.9,4.5
Bronx,3115.0,21.0,2086808.0,X205,DOE,23,129.6,6.3,93,99.5,4.8
Bronx,3123.0,3.0,2013142.0,"X067 within (X067, X967)",DOE,51,108.6,5.3,76,110.1,5.6
Bronx,3142.0,48.0,2013297.0,"X163 within (X163, X933)",DOE,13,249.7,10.2,40,241,9.6
Bronx,3143.0,43.0,2013307.0,X137,DOE,68,143.1,5.3,66,140.1,5
Bronx,3146.0,72.0,2103868.0,X209,DOE,57,171,5.6,61,163.4,5.5
Bronx,3150.0,10.0,2013561.0,"X009 within (X009, X930)",DOE,47,91,4.7,72,118.9,6.4
Bronx,3150.0,10.0,2013561.0,"X930 within (X009, X930)",DOE,47,91,4.7,72,118.9,6.4
Bronx,3168.0,27.0,2013830.0,X843,DOE,68,114.8,4.5,85,110.9,4.3
Bronx,3170.0,1.0,2013849.0,X079,DOE,48,130.7,5.3,46,131.5,5.5
Bronx,3172.0,46.0,2013899.0,X115,DOE,1,186.3,9.8,31,155,5.6
Bronx,3178.0,14.0,2103867.0,X279,DOE,68,125.8,4.6,55,176.1,6
Bronx,3186.0,49.0,2014062.0,X859,DOE,81,99,2.9,96,95.4,2.9
Bronx,3188.0,8.0,2014098.0,X939,DOE,70,109.7,4.4,76,117.6,4.7
Bronx,3188.0,20.0,2014099.0,X033,DOE,32,132.2,7.3,88,102.9,5.6
Bronx,3208.0,1.0,2014505.0,"X091 within (X091, X891)",DOE,53,104,5.3,77,106.2,5.6
Bronx,3209.0,1.0,2086823.0,X206,DOE,77,129.3,5.5,80,149.3,7.1
Bronx,3216.0,2.0,2014692.0,X026,DOE,76,124.5,6.4,88,105.1,5
Bronx,3222.0,100.0,2096465.0,X826,DOE,93,58.7,2.2,88,174,6.5
Bronx,3222.0,100.0,2096465.0,X827,DOE,62,73.7,2.2,54,79.3,2.6
Bronx,3224.0,9.0,2096013.0,X015,DOE,6,242.7,7.9,2,275.5,10.2
Bronx,3239.0,41.0,2096486.0,"X122 within (X122, X822)",DOE,69,53.9,2.5,56,97.5,3.9
Bronx,3239.0,41.0,2096486.0,"X822 within (X122, X822)",DOE,69,53.9,2.5,56,97.5,3.9
Bronx,3246.0,2.0,2015222.0,X905,DOE,1,288.2,8.2,1,264.4,7.6
Bronx,3247.0,15.0,2101862.0,X340,DOE,27,210.9,6.3,56,169.6,5.2
Bronx,3247.0,70.0,2100971.0,"X086 within (X086, X868)",DOE,94,60.7,2.3,86,107.8,4.6
Bronx,3247.0,70.0,2015241.0,X430,DOE,27,155.3,5.9,97,104,3.9
Bronx,3247.0,70.0,2100971.0,"X868 within (X086, X868)",DOE,94,60.7,2.3,86,107.8,4.6
Bronx,3248.0,62.0,2115783.0,X886,DOE,7,464.1,15.8,5,422.7,15.1
Bronx,3251.0,201.0,2095215.0,X440,DOE,78,118.7,7.1,95,108.1,6.5
Bronx,3251.0,201.0,2094706.0,X445,DOE,79,100.5,4.7,87,111.6,5.3
Bronx,3252.0,182.0,2015472.0,X095,DOE,76,128.5,6.3,39,143.3,6.2
Bronx,3253.0,141.0,2015547.0,X143,DOE,73,96.4,4.9,76,104.4,5.6
Bronx,3253.0,341.0,2103864.0,X360,DOE,51,179.3,5.9,47,185.5,6.2
Bronx,3278.0,14.0,2113630.0,X054,DOE,35,160.5,5.3,47,163.2,5.7
Bronx,3295.0,1.0,2094729.0,"X046 within (X046, X846)",DOE,63,140.5,5.9,81,128.4,5.2
Bronx,3295.0,1.0,2094729.0,"X846 within (X046, X846)",DOE,63,140.5,5.9,81,128.4,5.2
Bronx,3299.0,60.0,2094734.0,"X008 within (X008, X808)",DOE,51,116.4,5.4,82,117.9,5.7
Bronx,3299.0,60.0,2094734.0,"X808 within (X008, X808)",DOE,51,116.4,5.4,82,117.9,5.7
Bronx,3323.0,36.0,2017669.0,X825 (closed),DOE,72,134.3,4.4,Not Available,Not Available,0
Bronx,3329.0,124.0,2017858.0,X852,DOE,15,213.6,6.2,22,217.5,6.6
Bronx,3330.0,1.0,2086851.0,"X020 within (X020, X931)",DOE,4,241.8,8.2,5,235.2,8.5
Bronx,3330.0,1.0,2086851.0,"X931 within (X020, X931)",DOE,4,241.8,8.2,5,235.2,8.5
Bronx,3336.0,35.0,2018046.0,"X080 within (X080, X910)",DOE,52,148.8,7.2,66,140.9,6.4
Bronx,3351.0,1.0,2018457.0,"X056 within (X056, X865)",DOE,44,160.2,5.8,97,99.5,4.2
Bronx,3351.0,1.0,2018457.0,"X865 within (X056, X865)",DOE,44,160.2,5.8,97,99.5,4.2
Bronx,3353.0,40.0,2098420.0,X177,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,5.3
Bronx,3356.0,36.0,2018628.0,X094,DOE,48,98,3.7,65,102.9,4.2
Bronx,3356.0,36.0,2115241.0,X361,DOE,Not Available,Not Available,Not Available,6,258.9,8.8
Bronx,3386.0,1.0,2019463.0,X019,DOE,84,115.3,4.2,84,126.7,5.4
Bronx,3478.0,18.0,2020580.0,X174,DOE,17,100.3,4.4,96,93.8,4.3
Bronx,3524.0,20.0,2021482.0,"X069 within (X069, X869)",DOE,66,122.9,5.6,53,145.1,6.7
Bronx,3524.0,20.0,2021482.0,"X869 within (X069, X869)",DOE,66,122.9,5.6,53,145.1,6.7
Bronx,3564.0,1.0,2021923.0,X182,DOE,44,123.7,5.1,66,105.2,4.6
Bronx,3591.0,50.0,2021972.0,X107,DOE,35,86.1,3.6,76,99.5,4.1
Bronx,3604.0,39.0,2022205.0,"X450 within (X450, X451, X922)",DOE,86,94.8,4.3,90,111.8,5.5
Bronx,3609.0,16.0,2022289.0,"X138 within (X138, X938)",DOE,58,134.4,6.4,73,124.1,6.7
Bronx,3622.0,16.0,2022544.0,X972,DOE,58,149.5,4.1,74,126.3,3.7
Bronx,3641.0,1.0,2022550.0,X100,DOE,80,95.2,4.7,78,97.4,5.4
Bronx,3644.0,1.0,2103869.0,X131,DOE,32,107.7,5.3,49,117.3,6.4
Bronx,3652.0,1.0,2097341.0,"X093 within (X093, X893)",DOE,74,93.1,3.6,73,94.3,4.2
Bronx,3652.0,1.0,2097341.0,"X893 within (X093, X893)",DOE,74,93.1,3.6,73,94.3,4.2
Bronx,3711.0,1.0,2023336.0,X152,DOE,66,119.4,5.5,79,102,5.2
Bronx,3718.0,1.0,2087014.0,X123,DOE,69,85.6,4,79,90.3,5.1
Bronx,3718.0,1.0,2087014.0,X823,DOE,78,97.1,3.3,100,78.8,2.8
Bronx,3775.0,25.0,2088553.0,"X077 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
Bronx,3775.0,25.0,2088553.0,"X976 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
Bronx,3775.0,25.0,2088553.0,"X982 within (X077, X976, X982)",DOE,12,150.8,6.6,61,149.1,6.8
Bronx,3786.0,16.0,2025622.0,X047,DOE,13,137,5.3,57,134.6,5.7
Bronx,3789.0,21.0,2025696.0,"X119 within (X119, X915)",DOE,67,113.9,5.7,55,128.2,6.9
Bronx,3790.0,40.0,2025717.0,X125,DOE,87,80.9,3.7,73,100.2,5
Bronx,3817.0,1.0,2026706.0,X036,DOE,34,123.4,5.2,83,109.2,4.8
Bronx,3834.0,70.0,2103494.0,X194,DOE,20,157,4.9,24,173.8,6.2
Bronx,3842.0,2.0,2027195.0,X833,DOE,1,167.8,5,75,156.5,5
Bronx,3864.0,1.0,2027459.0,"X420 within (X420, X421, X423)",DOE,59,187.5,7.9,63,177.5,8.2
Bronx,3864.0,1.0,2027459.0,"X423 within (X420, X421, X423)",DOE,59,187.5,7.9,63,177.5,8.2
Bronx,3921.0,30.0,2028640.0,X102,DOE,35,152.3,5.5,45,156,5.7
