Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †
Queens,4538.0,1.0,4103056.0,"Q193 within (Q193, Q967)",DOE, 71 , 76.8 ,3.9,74,74.7,3.7,61, 84.9 , 4.5 ,60.0,87.1,4.6
Queens,4729.0,1.0,4107342.0,Q194,DOE, 65 , 81.4 ,3.7,79,69.7,3.0,84, 72.0 , 3.4 ,86.0,71.3,3.4
Queens,13655.0,1.0,4290116.0,Q195,DOE, 80 , 107.7 ,4.6,81,106.1,4.8,82, 103.5 , 4.1 ,79.0,108.8,4.8
Queens,2248.0,100.0,4052713.0,Q196,DOE, 74 , 131.1 ,6.1,47,170.2,6.6,45, 172.3 , 6.3 ,28.0,201.8,8.9
Queens,15597.0,1.0,4298856.0,Q197,DOE, 77 , 92.7 ,4.2,78,91.8,4.4,85, 81.8 , 4.0 ,78.0,91.1,4.7
Queens,15894.0,11.0,4301929.0,Q198,DOE, 61 , 100.2 ,5.4,79,106.8,5.3,75, 112.1 , 5.6 ,90.0,89.6,4.5
Queens,206.0,3.0,4002915.0,"Q199 within (Q199, Q938)",DOE, 54 , 112.4 ,5.6,54,112.0,5.7,63, 102.1 , 5.1 ,51.0,116.3,6.0
Queens,6789.0,1.0,4146990.0,Q200,DOE, 39 , 127.6 ,6.8,47,118.5,6.2,47, 117.8 , 6.3 ,36.0,131.4,7.2
Queens,6792.0,100.0,4146992.0,Q201,DOE, 57 , 79.6 ,4.1,71,69.6,3.4,75, 65.8 , 3.3 ,77.0,65.2,3.2
Queens,11403.0,1.0,4245993.0,Q202,DOE, 87 , 80.6 ,3.8,87,81.0,4.0,99, 73.9 , 3.6 ,96.0,86.1,4.5
Queens,7482.0,317.0,4161005.0,Q203,DOE, 82 , 89.7 ,4.5,79,92.3,4.7,94, 67.8 , 2.9 ,84.0,86.6,4.3
Queens,343.0,1.0,4004156.0,Q204,DOE, 78 , 87.9 ,3.2,84,80.3,2.9,92, 68.8 , 2.4 ,89.0,74.3,2.9
Queens,7753.0,1.0,4164007.0,Q205,DOE, 23 , 82.0 ,4.7,29,76.8,4.3,46, 64.7 , 3.6 ,49.0,64.8,3.7
Queens,2083.0,123.0,4050414.0,"Q206 within (Q206, Q956)",DOE, 66 , 116.2 ,5.6,60,121.7,5.9,74, 105.4 , 4.9 ,57.0,125.5,6.2
Queens,14009.0,60.0,4293311.0,Q207,DOE, 83 , 81.9 ,4.4,87,77.1,4.2,99, 46.6 , 2.4 ,93.0,67.2,3.5
Queens,7870.0,70.0,4529898.0,Q208,DOE, 1 , 304.5 ,9.2,3,258.8,7.8,7, 225.4 , 7.0 ,8.0,219.3,7.1
Queens,5734.0,1.0,4128717.0,Q209,DOE, 92 , 77.2 ,3.4,88,84.9,4.0,93, 75.0 , 3.3 ,84.0,91.0,4.8
Queens,9067.0,1.0,4188567.0,Q210,DOE, 61 , 91.8 ,4.0,59,93.1,4.1,68, 84.6 , 3.6 ,63.0,90.5,4.0
Queens,1443.0,19.0,4437128.0,Q212,DOE, 53 , 149.9 ,4.7,58,142.0,4.4,68, 128.1 , 3.8 ,52.0,151.1,4.7
Queens,7677.0,1.0,4163698.0,Q213,DOE, 35 , 82.8 ,4.0,72,86.4,4.3,78, 79.8 , 3.9 ,78.0,80.4,3.9
Queens,4413.0,20.0,4100846.0,Q214,DOE, 27 , 113.4 ,5.7,13,118.3,6.5,18, 108.7 , 5.8 ,11.0,122.9,6.8
Queens,15772.0,31.0,4301194.0,Q215,DOE, 73 , 90.9 ,4.9,66,97.2,5.4,81, 80.7 , 4.3 ,56.0,107.5,5.5
Queens,6903.0,1.0,4149078.0,Q216,DOE, 96 , 74.9 ,3.5,92,86.5,4.4,97, 73.2 , 3.5 ,95.0,78.8,3.9
Queens,9724.0,173.0,4208124.0,"Q217 within (Q217, Q994)",DOE, 86 , 102.4 ,4.8,80,111.5,5.4,98, 92.7 , 4.0 ,96.0,104.5,4.9
Queens,6507.0,1.0,4448708.0,Q219,DOE, 38 , 121.1 ,5.4,40,118.7,5.3,41, 115.9 , 5.4 ,54.0,105.2,4.5
Queens,2143.0,1.0,4051290.0,Q220,DOE, 27 , 132.1 ,6.0,62,104.6,4.7,62, 103.8 , 4.3 ,79.0,87.7,3.7
Queens,8276.0,620.0,4171759.0,Q221,DOE, 81 , 70.5 ,3.3,69,82.3,4.3,82, 69.0 , 3.6 ,80.0,71.9,3.7
Queens,1460.0,34.0,4035854.0,Q222,DOE, 63 , 136.3 ,4.3,72,123.6,3.9,80, 111.5 , 3.5 ,75.0,119.3,3.9
Queens,12051.0,1.0,4440628.0,Q223,DOE, 9 , 141.3 ,6.1,6,150.9,6.8,13, 132.3 , 5.5 ,7.0,150.7,7.3
Queens,16181.0,1.0,4303853.0,Q225,DOE, 49 , 116.3 ,5.9,40,125.8,6.6,61, 103.8 , 5.4 ,51.0,115.1,5.6
Queens,11714.0,100.0,4253607.0,"Q226 within (Q226, Q923)",DOE, 51 , 139.0 ,5.0,78,104.5,3.9,83, 97.7 , 3.4 ,71.0,113.2,4.3
Queens,1423.0,1.0,4034891.0,Q227,DOE, 66 , 84.2 ,3.5,37,108.3,5.0,69, 80.7 , 2.7 ,53.0,94.3,3.4
Queens,1423.0,57.0,4034892.0,Q228,DOE, 66 , 130.0 ,3.8,61,135.3,4.4,75, 115.6 , 3.5 ,70.0,123.5,4.2
Queens,2423.0,1.0,4440274.0,Q229,DOE, 43 , 135.2 ,5.2,39,139.9,5.8,54, 121.5 , 4.8 ,39.0,140.6,5.8
Queens,1260.0,1.0,4028931.0,Q230,DOE, 22 , 175.6 ,5.6,28,162.7,5.1,32, 157.1 , 5.0 ,17.0,185.7,6.1
Queens,13331.0,1.0,4285682.0,"Q231 within (Q231, Q251)",DOE, 71 , 82.5 ,3.2,69,84.4,3.3,76, 77.7 , 2.9 ,66.0,87.7,3.4
Queens,11445.0,1.0,4247454.0,"Q232 within (Q232, Q983)",DOE, 93 , 77.3 ,3.7,90,83.6,4.3,93, 75.8 , 3.9 ,87.0,88.4,4.9
Queens,592.0,15.0,4007619.0,Q234,DOE, 45 , 145.2 ,4.6,55,131.3,4.1,61, 124.2 , 3.9 ,61.0,124.7,3.9
Queens,5147.0,1.0,4116436.0,Q237,DOE, 31 , 75.0 ,3.5,11,95.2,4.6,28, 75.6 , 3.3 ,20.0,84.7,3.8
Queens,9919.0,6.0,4212425.0,Q238,DOE, 24 , 79.3 ,3.2,20,82.1,3.4,40, 66.6 , 2.4 ,29.0,75.4,3.0
Queens,3561.0,1.0,4435561.0,Q239,DOE, 48 , 142.0 ,4.4,53,134.5,4.2,59, 126.1 , 3.8 ,47.0,141.6,4.4
Queens,4371.0,173.0,4462993.0,Q242,DOE, 56 , 166.7 ,5.1,59,161.5,5.0,66, 150.9 , 4.5 ,62.0,157.4,5.2
Queens,5137.0,43.0,4541682.0,Q244,DOE, 3 , 319.4 ,9.0,2,337.0,9.2,3, 328.4 , 8.5 ,3.0,330.9,8.6
Queens,3428.0,15.0,4081817.0,Q245,DOE, 7 , 354.0 ,10.5,11,329.3,9.4,15, 306.1 , 8.5 ,12.0,321.3,9.1
Queens,3027.0,37.0,4070445.0,Q247,DOE, 1 , 412.0 ,12.7,8,316.9,9.1,10, 300.6 , 8.5 ,11.0,296.9,8.5
Queens,13331.0,1.0,4285682.0,"Q251 within (Q231, Q251)",DOE, 71 , 82.5 ,3.2,69,84.4,3.3,76, 77.7 , 2.9 ,66.0,87.7,3.4
Queens,15541.0,1.0,4297972.0,Q253,DOE, 36 , 177.8 ,5.3,24,198.4,6.3,43, 164.7 , 4.7 ,30.0,186.9,5.6
Queens,9177.0,23.0,4191296.0,Q254,DOE, 20 , 181.9 ,6.0,33,158.6,5.2,33, 157.3 , 5.2 ,42.0,146.0,4.7
Queens,1608.0,58.0,4040271.0,Q260,DOE, 6 , 254.3 ,7.4,1,306.7,8.6,5, 256.0 , 7.2 ,7.0,242.7,7.0
Queens,8975.0,1.0,4518705.0,Q262,DOE, 52 , 277.5 ,7.8,39,310.4,9.6,27, 348.3 , 11.3 ,36.0,320.6,9.7
Queens,10813.0,5.0,4231378.0,Q263,DOE, 3 , 300.4 ,8.2,2,301.5,8.5,3, 298.7 , 8.3 ,2.0,301.6,8.7
Queens,7870.0,74.0,4529900.0,Q266,DOE, 26 , 123.3 ,3.6,46,101.9,2.8,52, 95.6 , 2.8 ,50.0,98.5,3.0
Queens,10215.0,1.0,4217573.0,Q268,DOE, 18 , 188.0 ,5.7,19,186.1,5.6,24, 174.9 , 5.4 ,18.0,187.8,5.8
Queens,12973.0,1.0,4529511.0,Q270,DOE, 44 , 165.4 ,5.1,38,174.1,5.5,28, 168.4 , 5.1 ,24.0,176.0,5.7
Queens,1714.0,18.0,4042496.0,"Q292 within (Q292, Q997)",DOE, 39 , 163.0 ,4.9,58,156.1,4.9,70, 138.7 , 4.1 ,72.0,136.7,4.3
Queens,1571.0,36.0,4039316.0,Q322,DOE, 61 , 130.8 ,4.5,56,129.1,4.6,71, 113.3 , 3.9 ,57.0,129.5,4.7
Queens,12261.0,1.0,4265978.0,Q400,DOE, 90 , 94.8 ,5.2,89,97.0,5.3,90, 94.3 , 5.1 ,76.0,119.7,7.0
Queens,6044.0,1.0,4134578.0,"Q405 within (Q405, Q761)",DOE, 100 , 71.2 ,3.2,100,79.8,3.8,100, 67.6 , 3.1 ,100.0,74.7,3.6
Queens,16167.0,99.0,4303773.0,"Q410 within (Q410, Q411)",DOE, 68 , 122.6 ,4.6,88,94.0,3.4,99, 63.5 , 2.1 ,91.0,87.8,4.3
Queens,16167.0,99.0,4303773.0,"Q411 within (Q410, Q411)",DOE, 68 , 122.6 ,4.6,88,94.0,3.4,99, 63.5 , 2.1 ,91.0,87.8,4.3
Queens,7529.0,1.0,4161735.0,"Q415 within (Q415, Q416, Q943)",DOE, 86 , 107.2 ,5.2,87,102.7,4.9,91, 94.1 , 4.4 ,86.0,106.1,5.2
Queens,7529.0,1.0,4161735.0,"Q416 within (Q415, Q416, Q943)",DOE, 86 , 107.2 ,5.2,87,102.7,4.9,91, 94.1 , 4.4 ,86.0,106.1,5.2
Queens,13057.0,56.0,4280845.0,"Q420 within (Q420, Q421)",DOE, 81 , 104.9 ,5.3,88,93.0,4.4,88, 92.1 , 4.5 ,85.0,97.9,4.8
Queens,13057.0,56.0,4280845.0,"Q421 within (Q420, Q421)",DOE, 81 , 104.9 ,5.3,88,93.0,4.4,88, 92.1 , 4.5 ,85.0,97.9,4.8
Queens,6507.0,1.0,4439900.0,"Q425 within (Q425, Q426, Q951)",DOE, 87 , 112.3 ,4.8,84,114.2,5.0,89, 105.0 , 4.1 ,68.0,139.1,5.9
Queens,6507.0,1.0,4439900.0,"Q426 within (Q425, Q426, Q951)",DOE, 87 , 112.3 ,4.8,84,114.2,5.0,89, 105.0 , 4.1 ,68.0,139.1,5.9
Queens,6882.0,1.0,4148763.0,"Q430 within (Q430, Q966)",DOE, 82 , 98.0 ,4.2,77,99.8,4.3,85, 90.1 , 3.7 ,78.0,99.2,4.5
Queens,7930.0,2.0,4166101.0,Q435,DOE, 95 , 71.0 ,3.5,93,73.6,3.8,97, 61.3 , 3.0 ,97.0,64.4,3.4
Queens,2189.0,2.0,4052143.0,"Q440 within (Q440, Q441)",DOE, 78 , 126.3 ,6.7,76,127.1,6.9,89, 104.1 , 5.3 ,79.0,122.5,6.7
Queens,2189.0,2.0,4052143.0,"Q441 within (Q440, Q441)",DOE, 78 , 126.3 ,6.7,76,127.1,6.9,89, 104.1 , 5.3 ,79.0,122.5,6.7
Queens,738.0,2.0,4013655.0,"Q445 within (Q445, Q446, Q949)",DOE, 74 , 99.3 ,5.2,42,102.3,5.4,59, 87.4 , 4.2 ,37.0,107.2,5.6
Queens,738.0,2.0,4013655.0,"Q446 within (Q445, Q446, Q949)",DOE, 74 , 99.3 ,5.2,42,102.3,5.4,59, 87.4 , 4.2 ,37.0,107.2,5.6
Queens,404.0,1.0,4004874.0,Q450,DOE, 83 , 129.7 ,6.2,78,135.3,6.8,90, 111.7 , 4.6 ,79.0,133.4,6.5
Queens,417.0,16.0,4005026.0,Q451,DOE, 96 , 115.7 ,4.2,94,118.0,4.1,98, 99.8 , 3.4 ,93.0,124.3,4.4
Queens,529.0,2.0,4467709.0,"Q452 within (Q452, Q453)",DOE, 24 , 223.8 ,6.7,25,210.8,6.3,24, 215.4 , 6.3 ,20.0,224.0,6.9
Queens,529.0,2.0,4467709.0,"Q453 within (Q452, Q453)",DOE, 24 , 223.8 ,6.7,25,210.8,6.3,24, 215.4 , 6.3 ,20.0,224.0,6.9
Queens,1849.0,1.0,4045629.0,Q455,DOE, 90 , 94.2 ,3.7,86,99.8,4.1,94, 82.8 , 3.3 ,90.0,93.8,3.9
Queens,1963.0,5.0,4048306.0,Q456,DOE, 68 , 158.4 ,4.9,71,147.9,4.3,83, 127.5 , 3.5 ,86.0,120.7,3.5
Queens,5002.0,1.0,4113172.0,Q460,DOE, 78 , 114.4 ,5.4,61,137.8,7.1,90, 94.6 , 4.4 ,78.0,114.8,5.9
Queens,15736.0,1.0,4300730.0,"Q465 within (Q465, Q466)",DOE, 71 , 118.6 ,4.7,85,102.0,4.2,95, 85.0 , 3.3 ,90.0,95.4,3.9
Queens,15736.0,1.0,4300730.0,"Q466 within (Q465, Q466)",DOE, 71 , 118.6 ,4.7,85,102.0,4.2,95, 85.0 , 3.3 ,90.0,95.4,3.9
Queens,9858.0,100.0,4448806.0,Q470,DOE, 78 , 113.0 ,6.3,74,118.1,6.6,86, 99.6 , 5.0 ,82.0,105.8,5.4
Queens,9321.0,1.0,4195688.0,"Q475 within (Q475, Q944)",DOE, 61 , 151.5 ,8.2,69,139.9,7.5,72, 135.5 , 6.9 ,76.0,129.7,6.8
Queens,9540.0,2.0,4202849.0,"Q480 within (Q480, Q481, Q726)",DOE, 91 , 99.3 ,4.6,94,92.0,4.0,95, 94.9 , 4.6 ,93.0,103.6,5.1
Queens,9540.0,2.0,4202849.0,"Q481 within (Q480, Q481, Q726)",DOE, 91 , 99.3 ,4.6,94,92.0,4.0,95, 94.9 , 4.6 ,93.0,103.6,5.1
Queens,3363.0,1.0,4080227.0,"Q485 within (Q485, Q487)",DOE, 85 , 93.2 ,3.6,87,88.4,3.6,94, 75.2 , 2.9 ,89.0,86.1,3.5
Queens,3363.0,1.0,4080227.0,"Q487 within (Q485, Q487)",DOE, 85 , 93.2 ,3.6,87,88.4,3.6,94, 75.2 , 2.9 ,89.0,86.1,3.5
Queens,11049.0,1.0,4238003.0,"Q490 within (Q490, Q491)",DOE, 94 , 90.3 ,3.6,96,85.6,3.5,98, 76.7 , 3.0 ,96.0,86.0,3.4
Queens,11049.0,1.0,4238003.0,"Q491 within (Q490, Q491)",DOE, 94 , 90.3 ,3.6,96,85.6,3.5,98, 76.7 , 3.0 ,96.0,86.0,3.4
Queens,6507.0,150.0,4467571.0,Q499,DOE, 27 , 160.6 ,5.0,21,169.3,5.2,26, 160.0 , 4.9 ,24.0,164.9,5.0
Queens,9774.0,1.0,4448767.0,"Q505 within (Q505, Q086, Q506)",DOE, 98 , 78.1 ,3.7,98,81.0,3.7,96, 90.6 , 4.4 ,95.0,95.1,4.6
Queens,9774.0,1.0,4448767.0,"Q506 within (Q505, Q086, Q506)",DOE, 98 , 78.1 ,3.7,98,81.0,3.7,96, 90.6 , 4.4 ,95.0,95.1,4.6
Queens,249.0,1.0,4003442.0,Q520,DOE, 7 , 176.0 ,4.6,1,384.6,14.2,4, 297.5 , 8.8 ,1.0,341.6,10.8
Queens,7870.0,72.0,4529899.0,Q566,DOE, 46 , 142.1 ,4.4,51,132.9,4.1,58, 124.4 , 3.7 ,55.0,125.5,3.8
Queens,639.0,16.0,4009594.0,Q570,DOE, 1 , 346.5 ,9.7,1,429.1,12.2,1, 426.1 , 12.0 ,1.0,426.2,12.1
Queens,9768.0,22.0,4209031.0,"Q595 within (Q595, Q969)",DOE, 25 , 116.7 ,4.5,34,105.6,3.6,40, 99.3 , 3.6 ,29.0,111.0,4.0
Queens,228.0,20.0,4003259.0,Q600,DOE, 39 , 160.4 ,5.0,44,146.2,4.7,47, 144.0 , 4.6 ,38.0,155.7,5.2
Queens,226.0,1.0,4436685.0,Q610,DOE, 85 , 97.6 ,4.9,83,101.9,5.1,87, 94.8 , 4.6 ,83.0,101.6,5.1
Queens,9867.0,2.0,4211027.0,Q620,DOE, 95 , 78.2 ,3.7,96,76.0,3.6,93, 83.3 , 4.2 ,89.0,91.9,4.8
Queens,9381.0,44.0,4438609.0,Q650,DOE, 22 , 209.2 ,6.1,18,214.6,6.3,22, 203.2 , 5.7 ,28.0,191.2,5.4
Queens,100.0,1.0,4000744.0,Q667,DOE, 17 , 196.4 ,5.4,25,178.8,5.0,22, 182.8 , 5.1 ,19.0,191.5,5.4
Queens,9707.0,48.0,4207510.0,Q680,DOE, 80 , 86.8 ,2.5,81,83.3,2.5,89, 71.6 , 2.1 ,81.0,80.6,2.4
Queens,3886.0,800.0,4447233.0,Q686,DOE, N/A , N/A ,2.0,2,282.0,8.3,13, 214.7 , 6.1 ,12.0,217.2,6.3
Queens,12335.0,49.0,4464077.0,Q690,DOE, 13 , 193.4 ,5.8,9,199.4,6.3,18, 173.2 , 5.1 ,8.0,201.3,6.2
Queens,6858.0,1.0,4442432.0,Q695,DOE, N/A , N/A ,2.0,5,248.5,7.4,5, 245.1 , 7.5 ,6.0,238.8,7.1
Queens,6809.0,56.0,4147452.0,Q707,DOE, 8 , 145.6 ,5.2,9,138.3,4.9,12, 131.5 , 4.5 ,8.0,142.7,5.1
Queens,1985.0,1.0,4048820.0,Q721,DOE, 38 , 122.0 ,4.0,48,110.2,3.6,67, 92.0 , 2.9 ,70.0,90.0,2.9
Queens,1873.0,50.0,4462647.0,Q722,DOE, 44 , 155.4 ,4.7,45,152.9,4.7,57, 137.3 , 4.1 ,52.0,144.3,4.5
Queens,6927.0,22.0,4149690.0,"Q723 within (Q173, Q723)",DOE, 42 , 97.0 ,4.6,26,111.2,6.0,66, 76.2 , 3.6 ,54.0,86.7,4.3
Queens,438.0,26.0,4005184.0,Q725,DOE, 18 , 171.4 ,5.1,13,173.1,5.1,25, 149.9 , 4.4 ,25.0,149.9,4.6
Queens,9540.0,2.0,4202849.0,"Q726 within (Q480, Q481, Q726)",DOE, 91 , 99.3 ,4.6,94,92.0,4.0,95, 94.9 , 4.6 ,93.0,103.6,5.1
Queens,15861.0,35.0,4441244.0,"Q727 within (Q106, Q727, Q806)",DOE, 50 , 202.1 ,6.7,50,201.7,6.9,82, 143.1 , 4.8 ,87.0,131.9,4.9
Queens,6121.0,1.0,4135975.0,"Q728 within (Q041, Q728)",DOE, 54 , 123.3 ,5.1,69,106.7,4.0,68, 106.9 , 3.7 ,66.0,110.4,4.4
Queens,1600.0,61.0,4437166.0,Q744,DOE, 21 , 210.6 ,5.7,6,256.3,7.5,19, 207.9 , 6.0 ,3.0,290.6,8.7
Queens,6044.0,1.0,4134578.0,"Q761 within (Q405, Q761)",DOE, 100 , 71.2 ,3.2,100,79.8,3.8,100, 67.6 , 3.1 ,100.0,74.7,3.6
Queens,4647.0,1.0,4105232.0,"Q766 within (Q079, Q766)",DOE, 58 , 102.3 ,4.8,93,62.0,3.4,94, 62.1 , 3.4 ,61.0,103.7,5.0
Queens,12033.0,10.0,4261207.0,Q781,DOE, 68 , 137.9 ,5.3,80,119.8,4.5,85, 109.5 , 4.0 ,73.0,129.7,5.0
Queens,6629.0,35.0,4438284.0,Q792,DOE, 88 , 91.9 ,4.0,84,96.6,4.5,92, 81.7 , 3.7 ,92.0,83.1,3.7
Queens,158.0,25.0,4436667.0,Q797,DOE, 69 , 70.6 ,3.8,67,71.7,4.0,79, 61.9 , 3.1 ,63.0,75.7,3.9
Queens,634.0,36.0,4009499.0,Q798,DOE, 7 , 269.1 ,8.7,8,265.9,8.2,19, 222.2 , 6.7 ,20.0,219.4,6.9
Queens,417.0,2.0,4005022.0,Q800,DOE, 93 , 159.0 ,4.8,95,139.6,4.1,95, 142.1 , 4.0 ,95.0,145.8,4.2
Queens,489.0,1.0,4005429.0,Q801,DOE, 79 , 108.6 ,4.4,74,117.5,5.2,81, 103.0 , 4.8 ,97.0,61.3,3.6
Queens,15861.0,35.0,4441244.0,"Q806 within (Q106, Q727, Q806)",DOE, 50 , 202.1 ,6.7,50,201.7,6.9,82, 143.1 , 4.8 ,87.0,131.9,4.9
Queens,6185.0,1.0,4438249.0,Q809,DOE, 29 , 152.2 ,6.4,28,151.7,6.4,28, 151.5 , 6.3 ,21.0,165.1,7.0
Queens,1239.0,1.0,4028447.0,"Q810 within (Q011, Q810, Q932)",DOE, 14 , 176.2 ,7.7,30,144.9,6.1,77, 121.7 , 4.8 ,61.0,145.6,6.4
Queens,8361.0,1.0,4173060.0,Q811,DOE, 22 , 153.1 ,7.6,13,169.7,9.0,28, 141.0 , 6.9 ,23.0,151.5,7.6
Queens,10141.0,43.0,4216040.0,Q814,DOE, 100 , 22.2 ,0.6,80,59.4,3.3,94, 45.3 , 2.3 ,87.0,53.4,2.8
Queens,16258.0,6.0,4305631.0,Q816,DOE, 61 , 126.8 ,6.2,45,146.4,7.4,94, 76.0 , 4.2 ,50.0,139.5,8.1
Queens,1607.0,1.0,4437176.0,"Q819 within (Q019, Q914, Q819)",DOE, 74 , 124.3 ,4.4,64,138.2,4.8,73, 124.8 , 4.3 ,71.0,128.2,4.6
Queens,11018.0,21.0,4236757.0,Q822,DOE, 78 , 143.5 ,3.7,78,142.7,3.7,87, 124.5 , 3.2 ,79.0,141.6,3.7
Queens,2284.0,6.0,4052874.0,"Q825 within (Q125, Q825, Q947)",DOE, 40 , 114.5 ,4.1,49,105.6,3.7,53, 101.0 , 3.7 ,52.0,103.7,3.8
Queens,11151.0,81.0,4240503.0,"Q834 within (Q034, Q834)",DOE, 54 , 122.8 ,4.5,48,129.4,5.0,66, 108.4 , 4.0 ,57.0,119.4,4.5
Queens,10906.0,1.0,4438829.0,"Q835 within (Q134, Q835)",DOE, 46 , 141.8 ,5.0,40,149.9,5.6,55, 129.8 , 4.6 ,47.0,141.7,5.4
Queens,12439.0,32.0,4268900.0,"Q836 within (Q036, Q836)",DOE, 17 , 191.5 ,8.8,31,163.5,7.0,46, 142.9 , 6.0 ,29.0,167.8,7.7
Queens,1756.0,25.0,4043827.0,Q843,DOE, 28 , 169.3 ,4.4,10,210.7,5.5,7, 224.3 , 5.8 ,16.0,192.8,5.0
Queens,3434.0,1.0,4081987.0,Q848,DOE, 92 , 48.8 ,1.8,80,61.0,2.3,89, 52.3 , 2.0 ,80.0,61.6,2.3
Queens,3563.0,23.0,4085922.0,Q849,DOE, 6 , 116.5 ,3.7,4,119.6,3.7,6, 112.6 , 3.5 ,8.0,108.9,3.5
Queens,10024.0,12.0,4214461.0,"Q850 within (Q050, Q850)",DOE, 68 , 154.4 ,5.7,57,171.4,6.5,69, 151.3 , 5.6 ,72.0,147.3,5.3
Queens,11300.0,1.0,4243743.0,Q851,DOE, 23 , 211.8 ,5.5,19,219.1,5.7,17, 223.0 , 5.8 ,5.0,282.1,7.3
Queens,4370.0,50.0,4100749.0,Q859,DOE, 78 , 171.9 ,4.7,80,162.7,4.4,79, 165.2 , 4.4 ,80.0,164.6,4.5
Queens,8929.0,58.0,4184144.0,"Q860 within (Q060, Q860)",DOE, 94 , 96.9 ,3.2,96,87.6,2.9,98, 78.2 , 2.5 ,98.0,79.8,2.7
Queens,9280.0,1.0,4193916.0,"Q864 within (Q054, Q864)",DOE, 82 , 102.8 ,3.7,82,102.6,4.2,91, 85.4 , 3.1 ,81.0,105.1,3.9
Queens,9477.0,1.0,4200233.0,"Q865 within (Q055, Q865, Q953)",DOE, 75 , 121.6 ,4.5,60,141.1,5.8,80, 112.2 , 4.3 ,77.0,117.7,4.4
Queens,3354.0,39.0,4437660.0,Q866,DOE, 47 , 153.0 ,4.7,41,159.8,5.2,39, 162.1 , 5.2 ,35.0,170.0,5.6
Queens,1288.0,1.0,4029892.0,"Q869 within (Q069, Q869)",DOE, 58 , 141.4 ,4.6,56,143.3,4.4,63, 133.5 , 4.2 ,43.0,161.1,5.4
Queens,2503.0,31.0,4058611.0,"Q873 within (Q073, Q873)",DOE, 23 , 107.3 ,4.8,50,83.1,4.0,91, 60.4 , 2.6 ,78.0,77.5,3.5
Queens,11972.0,70.0,4259200.0,"Q875 within (Q142, Q875)",DOE, 49 , 132.0 ,4.9,47,134.8,5.0,77, 119.1 , 4.3 ,71.0,127.8,4.8
Queens,3560.0,4.0,4085866.0,Q876,DOE, 6 , 216.0 ,7.4,18,173.1,5.6,25, 159.7 , 5.2 ,15.0,182.1,6.1
Queens,2451.0,21.0,4056455.0,Q877,DOE, 53 , 188.8 ,6.1,60,175.3,5.7,67, 163.1 , 5.1 ,56.0,181.9,5.9
Queens,9679.0,67.0,4448758.0,Q882,DOE, 72 , 71.9 ,1.9,79,66.4,1.7,88, 61.5 , 1.6 ,97.0,51.0,1.3
Queens,9679.0,67.0,4448758.0,Q883,DOE, 96 , 42.4 ,1.4,42,90.7,5.1,98, 37.9 , 1.3 ,58.0,79.3,4.5
Queens,9121.0,11.0,4438525.0,Q884,DOE, 58 , 143.3 ,4.2,53,149.3,4.4,69, 143.7 , 4.2 ,67.0,146.5,4.3
Queens,15819.0,148.0,4531136.0,Q907,DOE, 70 , 107.7 ,3.9,69,108.6,3.8,49, 129.1 , 4.4 ,50.0,129.5,4.8
Queens,9914.0,1.0,4446042.0,"Q910 within (Q095, Q910)",DOE, 86 , 108.2 ,4.1,88,102.7,3.7,93, 90.8 , 3.2 ,92.0,95.3,3.7
Queens,1607.0,1.0,4437176.0,"Q914 within (Q019, Q914, Q819)",DOE, 74 , 124.3 ,4.4,64,138.2,4.8,73, 124.8 , 4.3 ,71.0,128.2,4.6
Queens,11607.0,1.0,4249769.0,"Q915 within (Q121, Q915)",DOE, 75 , 123.1 ,5.7,72,127.1,6.1,94, 86.0 , 3.3 ,89.0,99.0,3.7
Queens,3437.0,1.0,4082076.0,"Q917 within (Q081, Q917)",DOE, 90 , 89.8 ,3.4,86,96.5,3.8,93, 83.1 , 2.8 ,89.0,91.0,3.6
Queens,15820.0,1.0,4467711.0,"Q920 within (Q043, Q920)",DOE, 14 , 197.7 ,6.7,27,167.6,5.9,76, 116.9 , 3.7 ,35.0,174.7,6.8
Staten Island,6262.0,12.0,5107742.0,R036,DOE, 33 , 113.2 ,5.1,32,113.6,5.4,56, 90.6 , 3.9 ,40.0,105.4,5.1
Queens,5256.0,1.0,4118954.0,"Q922 within (Q032, Q922)",DOE, 70 , 101.4 ,5.4,79,91.1,4.6,91, 72.8 , 3.5 ,74.0,97.4,5.3
Queens,11714.0,100.0,4253607.0,"Q923 within (Q226, Q923)",DOE, 51 , 139.0 ,5.0,78,104.5,3.9,83, 97.7 , 3.4 ,71.0,113.2,4.3
Queens,3976.0,1.0,4096774.0,"Q924 within (Q129, Q924)",DOE, 68 , 111.0 ,4.0,77,98.6,3.5,85, 87.7 , 3.2 ,82.0,92.8,3.3
Queens,752.0,1.0,4014094.0,"Q925 within (Q151, Q925)",DOE, 44 , 135.8 ,6.1,61,116.3,4.8,69, 107.2 , 4.5 ,50.0,129.5,6.0
